DRG,ID,Name,Street,City,State,Zip,Region,TotalDischarges,AveragedCoveredCharges,AverageTotalPayments,type,lat,lon
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,16,16321.625,2958.1875,Inpatient,33.667653,-85.824702
312 - SYNCOPE & COLLAPSE,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,42,20561.2381,3715.285714,Inpatient,33.667653,-85.824702
313 - CHEST PAIN,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,54,20074.90741,3489.407407,Inpatient,33.667653,-85.824702
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,14,100333.9286,13528.21429,Inpatient,33.667653,-85.824702
377 - G.I. HEMORRHAGE W MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,11,53031.0,8598.272727,Inpatient,33.667653,-85.824702
378 - G.I. HEMORRHAGE W CC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,38,39756.52632,5222.842105,Inpatient,33.667653,-85.824702
379 - G.I. HEMORRHAGE W/O CC/MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,11,26440.45455,3807.454545,Inpatient,33.667653,-85.824702
389 - G.I. OBSTRUCTION W CC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,16,26461.1875,4984.125,Inpatient,33.667653,-85.824702
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,13,30325.0,6099.307692,Inpatient,33.667653,-85.824702
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,133,22375.3985,3827.526316,Inpatient,33.667653,-85.824702
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,11,66541.36364,9025.181818,Inpatient,33.667653,-85.824702
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,40,141034.55,10964.675,Inpatient,33.667653,-85.824702
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,12,78969.25,9765.166667,Inpatient,33.667653,-85.824702
552 - MEDICAL BACK PROBLEMS W/O MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,16,21051.25,4270.75,Inpatient,33.667653,-85.824702
603 - CELLULITIS W/O MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,51,19287.88235,4637.705882,Inpatient,33.667653,-85.824702
638 - DIABETES W CC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,19,18423.94737,4220.789474,Inpatient,33.667653,-85.824702
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,26,14096.46154,3764.0,Inpatient,33.667653,-85.824702
682 - RENAL FAILURE W MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,22,34394.63636,8398.454545,Inpatient,33.667653,-85.824702
683 - RENAL FAILURE W CC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,24,23041.04167,4972.791667,Inpatient,33.667653,-85.824702
684 - RENAL FAILURE W/O CC/MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,16,13640.5,3590.5,Inpatient,33.667653,-85.824702
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,13,22249.69231,6707.230769,Inpatient,33.667653,-85.824702
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,87,23155.4023,4052.965517,Inpatient,33.667653,-85.824702
812 - RED BLOOD CELL DISORDERS W/O MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,19,29846.94737,4292.0,Inpatient,33.667653,-85.824702
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,39,44925.0,9741.846154,Inpatient,33.667653,-85.824702
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,23,34491.6087,6964.695652,Inpatient,33.667653,-85.824702
885 - PSYCHOSES,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,11,14154.54545,4686.454545,Inpatient,33.667653,-85.824702
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,13,11741.23077,3254.0,Inpatient,33.667653,-85.824702
948 - SIGNS & SYMPTOMS W/O MCC,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,22,12178.54545,3517.636364,Inpatient,33.667653,-85.824702
0013 - Level II Debridement & Destruction,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,43,361.235814,51.48209302,Outpatient,33.667653,-85.824702
0015 - Level III Debridement & Destruction,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,491,429.4043381,85.60680244,Outpatient,33.667653,-85.824702
0020 - Level II Excision/ Biopsy,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,13,6417.183077,509.99,Outpatient,33.667653,-85.824702
0078 - Level III Pulmonary Treatment,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,41,1208.129756,85.98,Outpatient,33.667653,-85.824702
0096 - Level II Noninvasive Physiologic Studies,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,93,811.6026882,89.88516129,Outpatient,33.667653,-85.824702
0207 - Level III Nerve Injections,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,26,4118.485385,447.4757692,Outpatient,33.667653,-85.824702
"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,81,8140.836173,669.687284,Outpatient,33.667653,-85.824702
0265 - Level I Diagnostic and Screening Ultrasound,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,22,627.6063636,52.68545455,Outpatient,33.667653,-85.824702
0267 - Level III Diagnostic and Screening Ultrasound,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,236,1167.179322,130.6740678,Outpatient,33.667653,-85.824702
0269 - Level II Echocardiogram Without Contrast,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,227,1506.631894,345.0455507,Outpatient,33.667653,-85.824702
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,223,5176.045874,294.8313004,Outpatient,33.667653,-85.824702
0377 - Level II Cardiac Imaging,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,127,8762.43378,644.9790551,Outpatient,33.667653,-85.824702
0605 - Level 2 Hospital Clinic Visits,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,505,291.9722574,65.0849505,Outpatient,33.667653,-85.824702
0606 - Level 3 Hospital Clinic Visits,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,123,396.0449593,85.38707317,Outpatient,33.667653,-85.824702
0607 - Level 4 Hospital Clinic Visits,10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,AL - Birmingham,17,474.4023529,105.4211765,Outpatient,33.667653,-85.824702
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,135,28523.39259,6113.385185,Inpatient,34.721125,-86.581278
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,64,26144.21875,5607.421875,Inpatient,34.721125,-86.581278
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,178,52699.69101,11501.20787,Inpatient,34.721125,-86.581278
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,191,31363.6911,7224.586387,Inpatient,34.721125,-86.581278
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,79,23593.17722,5218.886076,Inpatient,34.721125,-86.581278
069 - TRANSIENT ISCHEMIA,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,79,23076.94937,4403.936709,Inpatient,34.721125,-86.581278
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,67,32565.8209,6568.507463,Inpatient,34.721125,-86.581278
101 - SEIZURES W/O MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,63,22734.52381,5466.142857,Inpatient,34.721125,-86.581278
149 - DYSEQUILIBRIUM,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,16,19069.25,4034.125,Inpatient,34.721125,-86.581278
176 - PULMONARY EMBOLISM W/O MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,75,27121.85333,6684.226667,Inpatient,34.721125,-86.581278
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,244,50401.81557,12282.90984,Inpatient,34.721125,-86.581278
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,75,33127.97333,8858.88,Inpatient,34.721125,-86.581278
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,117,30398.82051,7946.119658,Inpatient,34.721125,-86.581278
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,314,27348.60828,7380.878981,Inpatient,34.721125,-86.581278
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,242,22798.49174,5923.438017,Inpatient,34.721125,-86.581278
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,79,17818.93671,4977.64557,Inpatient,34.721125,-86.581278
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,184,33523.99457,8831.375,Inpatient,34.721125,-86.581278
194 - SIMPLE PNEUMONIA & PLEURISY W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,125,26747.968,6604.472,Inpatient,34.721125,-86.581278
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,40,16081.725,4352.35,Inpatient,34.721125,-86.581278
202 - BRONCHITIS & ASTHMA W CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,50,22746.18,5445.6,Inpatient,34.721125,-86.581278
203 - BRONCHITIS & ASTHMA W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,11,10409.0,4064.454545,Inpatient,34.721125,-86.581278
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,78,145193.9359,32294.03846,Inpatient,34.721125,-86.581278
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,176,57319.69318,13944.125,Inpatient,34.721125,-86.581278
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,112,105963.7946,18693.74107,Inpatient,34.721125,-86.581278
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,64,65814.35938,15613.78125,Inpatient,34.721125,-86.581278
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,54,59624.03704,12088.37037,Inpatient,34.721125,-86.581278
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,68,82102.36765,19136.35294,Inpatient,34.721125,-86.581278
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,150,57082.67333,11968.52,Inpatient,34.721125,-86.581278
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,105,43171.26667,10472.32381,Inpatient,34.721125,-86.581278
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,46,39543.78261,10733.91304,Inpatient,34.721125,-86.581278
252 - OTHER VASCULAR PROCEDURES W MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,64,105081.4531,22477.60938,Inpatient,34.721125,-86.581278
253 - OTHER VASCULAR PROCEDURES W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,73,87957.10959,15633.94521,Inpatient,34.721125,-86.581278
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,34,58527.58824,10367.79412,Inpatient,34.721125,-86.581278
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,125,42827.336,10938.672,Inpatient,34.721125,-86.581278
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,70,25307.28571,7234.228571,Inpatient,34.721125,-86.581278
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,52,23716.63462,4832.923077,Inpatient,34.721125,-86.581278
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,101,41480.59406,12018.23762,Inpatient,34.721125,-86.581278
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,254,26539.42126,6697.03937,Inpatient,34.721125,-86.581278
291 - HEART FAILURE & SHOCK W MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,494,34623.75506,9148.959514,Inpatient,34.721125,-86.581278
292 - HEART FAILURE & SHOCK W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,201,23122.65672,6638.258706,Inpatient,34.721125,-86.581278
293 - HEART FAILURE & SHOCK W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,82,15866.79268,4209.02439,Inpatient,34.721125,-86.581278
300 - PERIPHERAL VASCULAR DISORDERS W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,50,23980.86,5708.66,Inpatient,34.721125,-86.581278
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,29,23817.03448,4668.758621,Inpatient,34.721125,-86.581278
303 - ATHEROSCLEROSIS W/O MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,20,19439.4,4223.95,Inpatient,34.721125,-86.581278
305 - HYPERTENSION W/O MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,20,19585.35,4491.75,Inpatient,34.721125,-86.581278
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,183,27730.0765,7540.994536,Inpatient,34.721125,-86.581278
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,143,18696.25175,5201.762238,Inpatient,34.721125,-86.581278
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,160,13929.50625,3512.0,Inpatient,34.721125,-86.581278
312 - SYNCOPE & COLLAPSE,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,131,19559.38931,4446.877863,Inpatient,34.721125,-86.581278
313 - CHEST PAIN,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,37,21093.72973,3927.162162,Inpatient,34.721125,-86.581278
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,106,58824.82075,12759.5566,Inpatient,34.721125,-86.581278
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,34,24886.5,6815.235294,Inpatient,34.721125,-86.581278
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,66,149896.2273,35873.48485,Inpatient,34.721125,-86.581278
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,78,66580.42308,15562.5641,Inpatient,34.721125,-86.581278
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,41,27464.43902,7889.463415,Inpatient,34.721125,-86.581278
377 - G.I. HEMORRHAGE W MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,114,43752.62281,10419.35965,Inpatient,34.721125,-86.581278
378 - G.I. HEMORRHAGE W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,227,24540.0793,6269.061674,Inpatient,34.721125,-86.581278
379 - G.I. HEMORRHAGE W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,24,14040.91667,4291.083333,Inpatient,34.721125,-86.581278
389 - G.I. OBSTRUCTION W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,42,23247.11905,7226.428571,Inpatient,34.721125,-86.581278
390 - G.I. OBSTRUCTION W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,31,15533.16129,4176.0,Inpatient,34.721125,-86.581278
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,76,36872.81579,7338.973684,Inpatient,34.721125,-86.581278
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,192,21552.61979,4572.34375,Inpatient,34.721125,-86.581278
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,53,23719.03774,6249.056604,Inpatient,34.721125,-86.581278
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,27,47203.96296,10196.51852,Inpatient,34.721125,-86.581278
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,21,29531.38095,7404.333333,Inpatient,34.721125,-86.581278
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,24,18103.625,6107.375,Inpatient,34.721125,-86.581278
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,183,124519.7923,24005.56284,Inpatient,34.721125,-86.581278
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,56,79561.71429,18370.05357,Inpatient,34.721125,-86.581278
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,818,54777.21638,12543.02689,Inpatient,34.721125,-86.581278
473 - CERVICAL SPINAL FUSION W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,132,54951.40909,12420.35606,Inpatient,34.721125,-86.581278
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,46,67629.71739,18173.67391,Inpatient,34.721125,-86.581278
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,148,50530.11486,11468.85135,Inpatient,34.721125,-86.581278
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,AL - Huntsville,25,36411.44,9142.84,Inpatient,34.721125,-86.581278
